                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     50,                 1.9534,                 1.3203,                 1.4799,                0.64697,                 0.6532,                0.68795,                0.39499,                 1.6412,                 1.1736,                   1.54,              0.0010479,              0.0010479,              0.0010479
                     51,                 1.9744,                 1.2899,                 1.4796,                0.62939,                0.70638,                0.70294,                0.39692,                 1.6085,                 1.1809,                 1.5454,              0.0010438,              0.0010438,              0.0010438
                     52,                 1.9938,                 1.2988,                 1.4842,                0.59104,                0.68352,                 0.6806,                 0.3795,                 1.6555,                 1.2093,                 1.5521,              0.0010396,              0.0010396,              0.0010396
                     53,                 1.9764,                 1.2826,                 1.4857,                0.64443,                0.65485,                0.67337,                0.37757,                 1.7329,                 1.2185,                 1.5588,              0.0010355,              0.0010355,              0.0010355
                     54,                 1.9533,                 1.3054,                  1.484,                 0.6692,                0.67657,                0.69503,                0.38902,                 1.6826,                 1.2021,                 1.5716,              0.0010314,              0.0010314,              0.0010314
                     55,                 1.9792,                 1.2847,                 1.4764,                0.61814,                0.67604,                0.67781,                0.36933,                 1.6856,                 1.2505,                 1.5591,              0.0010273,              0.0010273,              0.0010273
                     56,                 1.9829,                 1.2818,                 1.4703,                0.67231,                 0.6522,                0.69944,                0.40028,                 1.6751,                 1.1776,                 1.5475,              0.0010231,              0.0010231,              0.0010231
                     57,                 1.9981,                 1.2747,                 1.4796,                0.69386,                0.64115,                0.71452,                 0.3898,                  1.735,                 1.1839,                 1.5403,               0.001019,               0.001019,               0.001019
                     58,                 1.9459,                 1.2631,                  1.466,                0.64622,                0.69454,                0.70791,                0.39903,                 1.7204,                 1.1458,                 1.5586,              0.0010149,              0.0010149,              0.0010149
                     59,                 1.9827,                 1.2714,                 1.4635,                0.64946,                0.70353,                0.69675,                0.39872,                  1.639,                 1.1625,                 1.5337,              0.0010107,              0.0010107,              0.0010107
                     60,                 1.9748,                 1.2682,                 1.4625,                0.66077,                0.65521,                0.69931,                0.40673,                  1.684,                 1.1948,                 1.5332,              0.0010066,              0.0010066,              0.0010066
                     61,                 1.9331,                  1.227,                 1.4646,                0.65148,                0.66542,                 0.6812,                0.38859,                 1.7181,                 1.1542,                 1.5578,              0.0010025,              0.0010025,              0.0010025
                     62,                 1.9604,                 1.2403,                 1.4614,                0.62636,                0.68539,                0.67427,                0.36537,                  1.868,                 1.1749,                 1.5843,             0.00099837,             0.00099837,             0.00099837
                     63,                 1.9643,                 1.2378,                   1.47,                 0.6501,                0.68972,                0.71013,                0.40283,                 1.6391,                 1.1362,                 1.5368,             0.00099425,             0.00099425,             0.00099425
                     64,                 1.9794,                 1.2302,                 1.4592,                0.66809,                0.67701,                0.70509,                0.37256,                 1.8228,                  1.194,                  1.603,             0.00099013,             0.00099013,             0.00099013
                     65,                 1.9645,                 1.2344,                 1.4599,                0.61386,                0.67109,                0.68505,                0.38851,                 1.7794,                 1.1274,                 1.5685,               0.000986,               0.000986,               0.000986
                     66,                 2.0034,                 1.2468,                 1.4687,                0.64632,                0.67899,                 0.7062,                0.39707,                 1.8488,                 1.1324,                 1.5623,             0.00098187,             0.00098187,             0.00098187
                     67,                 1.9683,                 1.2337,                 1.4628,                0.67968,                 0.6816,                0.71316,                0.40517,                   1.75,                  1.133,                 1.5459,             0.00097775,             0.00097775,             0.00097775
                     68,                  1.971,                 1.2268,                 1.4575,                0.64729,                 0.6877,                0.71891,                 0.4137,                 1.7702,                 1.1357,                 1.5543,             0.00097362,             0.00097362,             0.00097362
                     69,                 1.9748,                 1.2288,                 1.4558,                0.66535,                0.69209,                0.71686,                0.40218,                 1.8337,                 1.1236,                 1.5693,              0.0009695,              0.0009695,              0.0009695
                     70,                 1.9686,                  1.241,                 1.4606,                0.61252,                0.69703,                0.69028,                0.38977,                 1.8122,                 1.1806,                 1.5504,             0.00096537,             0.00096537,             0.00096537
                     71,                 1.9407,                 1.2087,                 1.4568,                0.64901,                0.68479,                0.71321,                0.40308,                 1.7517,                 1.1073,                 1.5667,             0.00096125,             0.00096125,             0.00096125
                     72,                 1.9573,                 1.1976,                 1.4488,                0.63797,                0.68363,                0.70058,                0.40112,                 1.7422,                 1.1327,                 1.5441,             0.00095712,             0.00095712,             0.00095712
                     73,                 1.9612,                  1.201,                 1.4539,                0.65587,                0.70369,                0.71685,                0.40683,                 1.7937,                 1.1026,                  1.575,               0.000953,               0.000953,               0.000953
                     74,                 2.0273,                  1.235,                 1.4706,                0.62924,                0.67552,                0.69661,                0.39137,                 1.9385,                 1.1756,                  1.589,             0.00094887,             0.00094887,             0.00094887
                     75,                 1.9885,                 1.1964,                 1.4511,                0.66745,                0.65167,                0.68875,                0.38206,                 1.9964,                 1.1734,                 1.6063,             0.00094475,             0.00094475,             0.00094475
                     76,                 1.9822,                 1.2024,                 1.4618,                 0.6441,                0.69876,                 0.7247,                0.41413,                 1.7406,                 1.1277,                 1.5347,             0.00094062,             0.00094062,             0.00094062
                     77,                 2.0061,                 1.2156,                 1.4609,                0.69758,                0.67459,                0.73455,                0.41644,                 1.7721,                  1.107,                 1.5587,              0.0009365,              0.0009365,              0.0009365
                     78,                 1.9737,                 1.1984,                 1.4551,                0.66046,                0.68733,                0.72064,                0.40899,                 1.8387,                 1.1133,                 1.5572,             0.00093238,             0.00093238,             0.00093238
                     79,                 1.9921,                 1.1909,                  1.445,                0.61751,                0.70043,                  0.713,                0.40451,                 1.8498,                 1.1099,                 1.5532,             0.00092825,             0.00092825,             0.00092825
                     80,                 1.9806,                 1.1982,                 1.4585,                0.66291,                0.68892,                0.72227,                0.40757,                 1.7694,                 1.0857,                 1.5429,             0.00092413,             0.00092413,             0.00092413
                     81,                 1.9878,                 1.1741,                 1.4572,                0.65742,                0.69618,                0.73418,                 0.4175,                 1.7978,                 1.1017,                 1.5601,                0.00092,                0.00092,                0.00092
                     82,                 1.9744,                 1.1947,                 1.4474,                0.67055,                0.68342,                0.72885,                 0.4154,                 1.9146,                 1.0608,                 1.5678,             0.00091588,             0.00091588,             0.00091588
                     83,                 1.9383,                 1.1668,                 1.4499,                0.65813,                 0.6407,                0.69543,                0.40092,                 1.8263,                 1.1042,                 1.5653,             0.00091175,             0.00091175,             0.00091175
                     84,                 2.0076,                  1.187,                 1.4534,                0.66601,                0.67194,                   0.72,                0.40001,                 1.8982,                 1.0716,                 1.5828,             0.00090763,             0.00090763,             0.00090763
                     85,                 1.9857,                 1.1643,                 1.4542,                0.68982,                0.64228,                0.70493,                0.38821,                 1.9415,                 1.0735,                  1.596,              0.0009035,              0.0009035,              0.0009035
                     86,                 2.0061,                  1.169,                 1.4483,                0.63826,                0.66453,                0.69216,                0.38667,                 1.8799,                 1.1043,                  1.567,             0.00089938,             0.00089938,             0.00089938
                     87,                  1.985,                 1.1576,                 1.4437,                0.67298,                0.66529,                0.72278,                0.41416,                 1.8494,                 1.0905,                 1.5585,             0.00089525,             0.00089525,             0.00089525
                     88,                 1.9464,                 1.1647,                 1.4386,                0.64056,                0.68719,                0.72315,                0.41754,                 1.8705,                 1.0949,                 1.5501,             0.00089112,             0.00089112,             0.00089112
                     89,                 2.0113,                 1.1582,                 1.4481,                0.63889,                  0.692,                0.70212,                0.39133,                 1.9416,                 1.0937,                 1.5773,               0.000887,               0.000887,               0.000887
                     90,                 1.9342,                 1.1314,                 1.4424,                0.65534,                0.67685,                0.72022,                0.40475,                 1.8938,                  1.077,                 1.5703,             0.00088288,             0.00088288,             0.00088288
                     91,                 1.9519,                 1.1454,                 1.4207,                0.62335,                0.67906,                0.69917,                0.39569,                 1.8553,                 1.1167,                 1.5703,             0.00087875,             0.00087875,             0.00087875
                     92,                 1.9573,                 1.1401,                 1.4204,                0.70497,                0.64738,                0.72774,                0.41675,                   1.86,                 1.0702,                 1.5539,             0.00087462,             0.00087462,             0.00087462
                     93,                 1.9709,                 1.1367,                 1.4417,                0.69556,                0.63505,                0.71811,                0.41141,                 1.8991,                 1.0542,                 1.5873,              0.0008705,              0.0008705,              0.0008705
                     94,                 2.0093,                 1.1499,                 1.4352,                0.63429,                0.65101,                0.68062,                0.37236,                 2.0823,                 1.1271,                 1.5968,             0.00086637,             0.00086637,             0.00086637
                     95,                 1.9945,                 1.1419,                 1.4385,                0.71227,                0.62879,                0.72181,                0.40908,                  1.903,                 1.0839,                 1.5714,             0.00086225,             0.00086225,             0.00086225
                     96,                 1.9512,                  1.126,                 1.4237,                0.65928,                0.71516,                0.72139,                0.40855,                 1.8969,                  1.055,                 1.5629,             0.00085813,             0.00085813,             0.00085813
                     97,                 1.9485,                 1.1143,                 1.4243,                0.64349,                0.69909,                0.72094,                0.41569,                 1.9148,                 1.0713,                 1.5592,               0.000854,               0.000854,               0.000854
                     98,                 1.9287,                  1.137,                 1.4227,                0.73379,                0.66392,                0.74208,                0.41721,                 1.9098,                 1.0561,                 1.5675,             0.00084988,             0.00084988,             0.00084988
                     99,                 1.9548,                 1.1061,                 1.4268,                0.67343,                0.69492,                0.71545,                0.40318,                 1.9621,                 1.0769,                 1.5808,             0.00084575,             0.00084575,             0.00084575
                    100,                 1.9359,                 1.1096,                 1.4244,                0.66441,                0.69311,                0.71713,                0.40517,                 1.9443,                 1.0459,                 1.5779,             0.00084162,             0.00084162,             0.00084162
                    101,                  1.972,                 1.1183,                 1.4286,                0.61723,                0.69755,                0.70543,                0.40186,                 1.9749,                 1.0897,                 1.5647,              0.0008375,              0.0008375,              0.0008375
                    102,                 1.9425,                 1.1304,                 1.4238,                0.68904,                0.68205,                0.72361,                0.41422,                 1.8644,                 1.0567,                  1.555,             0.00083337,             0.00083337,             0.00083337
                    103,                  1.919,                   1.13,                  1.423,                0.64482,                0.73079,                0.72746,                0.41685,                  1.896,                 1.0625,                 1.5631,             0.00082925,             0.00082925,             0.00082925
                    104,                  1.968,                  1.113,                 1.4251,                0.72229,                0.65376,                0.73241,                0.41667,                 1.9004,                 1.0671,                 1.5452,             0.00082513,             0.00082513,             0.00082513
                    105,                 1.9584,                 1.1118,                  1.425,                0.65123,                0.67631,                0.71782,                0.41566,                  1.925,                 1.0687,                 1.5552,               0.000821,               0.000821,               0.000821
                    106,                 1.9309,                  1.104,                 1.4165,                0.64742,                 0.6714,                 0.6935,                0.39093,                 1.9851,                  1.069,                 1.5866,             0.00081688,             0.00081688,             0.00081688
                    107,                 1.9579,                 1.0996,                 1.4227,                0.68477,                0.68739,                0.73218,                0.41816,                 1.8881,                 1.0535,                 1.5471,             0.00081275,             0.00081275,             0.00081275
                    108,                 1.9119,                 1.0803,                 1.4178,                0.68703,                0.70283,                0.73874,                0.41842,                  1.903,                 1.0295,                 1.5748,             0.00080863,             0.00080863,             0.00080863
                    109,                 1.9342,                 1.0839,                 1.4234,                0.65795,                0.72335,                0.72191,                0.40227,                 1.9876,                 1.0467,                 1.5964,              0.0008045,              0.0008045,              0.0008045
                    110,                 1.9691,                 1.0981,                 1.4282,                0.64204,                0.71979,                0.71441,                0.40686,                 1.9895,                 1.0238,                 1.5897,             0.00080038,             0.00080038,             0.00080038
                    111,                 1.8762,                 1.0777,                 1.4168,                0.64586,                0.72779,                0.72157,                0.41098,                 2.0231,                 1.0542,                  1.587,             0.00079625,             0.00079625,             0.00079625
                    112,                 1.9491,                 1.0674,                 1.4158,                0.63191,                0.74385,                0.72841,                0.42029,                 1.9333,                 1.0323,                 1.5608,             0.00079213,             0.00079213,             0.00079213
                    113,                 1.8762,                 1.0654,                 1.4043,                0.62896,                0.72754,                0.71811,                0.41094,                 2.0134,                  1.023,                 1.5773,               0.000788,               0.000788,               0.000788
                    114,                 1.9699,                 1.0716,                 1.4121,                 0.7024,                0.66215,                0.71689,                 0.4056,                 1.9773,                 1.0353,                 1.5655,             0.00078387,             0.00078387,             0.00078387
                    115,                 1.9309,                 1.0726,                 1.4098,                0.65466,                0.71901,                 0.7106,                0.40356,                 1.9515,                 1.0142,                  1.587,             0.00077975,             0.00077975,             0.00077975
                    116,                 1.9183,                 1.0603,                  1.413,                0.64352,                0.69437,                0.69915,                0.39646,                 2.0366,                 1.0557,                 1.5874,             0.00077563,             0.00077563,             0.00077563
                    117,                 1.9425,                 1.0809,                 1.4092,                0.64923,                0.71013,                0.71804,                0.40528,                 1.9272,                 1.0765,                 1.5592,              0.0007715,              0.0007715,              0.0007715
                    118,                 1.9152,                 1.0671,                 1.4137,                0.64739,                0.70158,                0.72067,                0.41044,                 1.9616,                 1.0263,                 1.5607,             0.00076738,             0.00076738,             0.00076738
                    119,                 1.8784,                  1.051,                 1.3947,                0.68212,                0.70288,                0.72558,                0.41034,                  1.912,                 1.0345,                 1.5523,             0.00076325,             0.00076325,             0.00076325
                    120,                 1.8896,                 1.0712,                 1.4094,                0.62406,                0.72388,                0.70434,                0.40661,                 1.8846,                 1.0393,                 1.5555,             0.00075912,             0.00075912,             0.00075912
                    121,                 1.8768,                 1.0615,                 1.4109,                0.65816,                0.69481,                0.72639,                0.40713,                  2.081,                 1.0219,                 1.6156,               0.000755,               0.000755,               0.000755
                    122,                 1.8816,                 1.0501,                 1.3969,                0.67086,                0.71473,                0.72957,                0.40746,                 2.0324,                 1.0186,                 1.5887,             0.00075088,             0.00075088,             0.00075088
                    123,                 1.8309,                 1.0354,                 1.3877,                0.69161,                0.67905,                0.72936,                0.41424,                 2.0299,                0.99975,                 1.6025,             0.00074675,             0.00074675,             0.00074675
                    124,                 1.9129,                 1.0458,                 1.4044,                0.66468,                0.68968,                0.72905,                 0.4204,                 2.0147,                  1.023,                 1.5721,             0.00074263,             0.00074263,             0.00074263
                    125,                 1.8962,                 1.0576,                 1.4028,                0.62595,                0.72208,                0.71009,                0.40342,                  2.064,                 1.0292,                 1.5901,              0.0007385,              0.0007385,              0.0007385
                    126,                 1.8465,                 1.0332,                 1.3993,                0.66616,                0.71829,                0.71932,                  0.406,                 2.0842,                 1.0081,                 1.6094,             0.00073437,             0.00073437,             0.00073437
                    127,                 1.8601,                 1.0264,                 1.3933,                0.63581,                0.73208,                0.72596,                0.41746,                 1.9653,                 1.0079,                 1.5693,             0.00073025,             0.00073025,             0.00073025
                    128,                 1.8759,                 1.0296,                  1.383,                  0.686,                0.67623,                 0.7226,                0.39828,                 2.0806,                 1.0276,                 1.6107,             0.00072612,             0.00072612,             0.00072612
                    129,                 1.8781,                 1.0324,                 1.4001,                0.70613,                0.69793,                0.73438,                0.41367,                 2.0094,                0.99828,                 1.5866,               0.000722,               0.000722,               0.000722
                    130,                 1.8473,                 1.0192,                 1.3865,                0.69424,                0.70176,                0.73268,                0.41222,                 2.0441,                  1.001,                 1.6095,             0.00071788,             0.00071788,             0.00071788
                    131,                 1.8415,                 1.0084,                  1.386,                 0.6929,                0.67602,                0.73117,                0.40004,                 2.1066,                  1.012,                 1.5977,             0.00071375,             0.00071375,             0.00071375
                    132,                 1.8084,                  1.001,                 1.3913,                 0.6709,                0.66553,                0.72095,                0.40835,                 2.0489,                 1.0013,                 1.5981,             0.00070962,             0.00070962,             0.00070962
                    133,                  1.852,                 1.0185,                 1.3933,                0.64354,                0.72277,                 0.7265,                0.41691,                 2.0438,                0.99701,                 1.5731,              0.0007055,              0.0007055,              0.0007055
                    134,                 1.8397,                 1.0057,                 1.3943,                0.68474,                0.64958,                0.70981,                0.40575,                 2.0234,                  1.019,                 1.5803,             0.00070137,             0.00070137,             0.00070137
                    135,                 1.8489,                 1.0131,                 1.3991,                0.68345,                0.70376,                 0.7353,                0.41972,                 2.0077,                 1.0066,                   1.58,             0.00069725,             0.00069725,             0.00069725
                    136,                 1.8487,                 1.0153,                 1.3823,                0.68208,                0.68227,                0.72767,                0.41297,                 2.1011,                 1.0135,                 1.6047,             0.00069313,             0.00069313,             0.00069313
                    137,                 1.8548,                 1.0149,                 1.3902,                0.68407,                0.66301,                 0.7249,                0.41218,                 2.0351,                 1.0112,                 1.5808,               0.000689,               0.000689,               0.000689
                    138,                 1.8506,                 1.0071,                 1.3857,                0.67762,                0.70755,                0.74069,                0.42549,                 2.0555,                 0.9931,                  1.595,             0.00068488,             0.00068488,             0.00068488
                    139,                  1.862,                 1.0234,                 1.3911,                0.61522,                0.74975,                0.71844,                0.41001,                 2.0724,                0.99297,                  1.592,             0.00068075,             0.00068075,             0.00068075
                    140,                 1.8511,                 1.0135,                 1.3807,                0.68322,                0.67728,                0.73603,                0.41348,                 2.1229,                 1.0019,                 1.6307,             0.00067663,             0.00067663,             0.00067663
                    141,                 1.8307,                 0.9875,                 1.3771,                0.68399,                0.68248,                0.71978,                0.41232,                 2.1029,                 1.0325,                 1.5902,              0.0006725,              0.0006725,              0.0006725
                    142,                 1.8011,                0.99657,                 1.3745,                0.62505,                 0.7283,                0.71703,                0.41295,                  2.087,                0.97303,                 1.6087,             0.00066838,             0.00066838,             0.00066838
                    143,                  1.793,                0.98979,                 1.3754,                0.63315,                0.72813,                0.72005,                 0.4196,                 2.0382,                0.97624,                 1.5966,             0.00066425,             0.00066425,             0.00066425
                    144,                 1.8765,                 1.0102,                 1.3878,                 0.6739,                0.69903,                0.72597,                0.41905,                 2.0724,                0.97945,                 1.5978,             0.00066013,             0.00066013,             0.00066013
                    145,                 1.8493,                0.99972,                 1.3936,                0.64976,                0.71615,                0.72309,                0.41059,                   2.05,                0.98372,                 1.6018,               0.000656,               0.000656,               0.000656
                    146,                 1.7931,                0.98386,                  1.372,                0.70326,                 0.6667,                0.72708,                0.41659,                  2.046,                0.97439,                 1.5861,             0.00065188,             0.00065188,             0.00065188
                    147,                 1.8071,                0.99079,                 1.3722,                0.63461,                 0.7189,                0.72303,                0.40762,                 2.1058,                0.98059,                 1.5969,             0.00064775,             0.00064775,             0.00064775
                    148,                 1.8201,                0.98656,                 1.3786,                0.64203,                0.69743,                0.72554,                0.41223,                 2.0439,                 1.0007,                 1.5854,             0.00064362,             0.00064362,             0.00064362
                    149,                 1.7929,                0.98418,                 1.3659,                0.69698,                0.67559,                0.72534,                0.41262,                 2.0902,                0.99944,                 1.6052,              0.0006395,              0.0006395,              0.0006395
                    150,                 1.8255,                0.98675,                 1.3826,                 0.6647,                0.69532,                0.72481,                0.41509,                 2.0835,                0.97169,                 1.6076,             0.00063538,             0.00063538,             0.00063538
                    151,                  1.816,                0.99205,                 1.3736,                0.68555,                0.67429,                0.72364,                0.41226,                 2.0918,                0.98122,                 1.6063,             0.00063125,             0.00063125,             0.00063125
                    152,                 1.7897,                0.96277,                 1.3591,                0.67958,                0.66527,                0.72116,                0.41142,                 2.1189,                0.98457,                 1.6148,             0.00062713,             0.00062713,             0.00062713
                    153,                 1.7852,                0.98307,                 1.3715,                0.64719,                0.71132,                0.71558,                0.41063,                  2.048,                0.98251,                 1.5911,               0.000623,               0.000623,               0.000623
                    154,                 1.7722,                 0.9691,                 1.3604,                0.65669,                0.68736,                0.72061,                0.40985,                 2.1236,                0.97585,                 1.6107,             0.00061887,             0.00061887,             0.00061887
                    155,                 1.7805,                0.98424,                 1.3677,                 0.6667,                0.68617,                0.70561,                0.40784,                 2.1017,                0.99396,                 1.5935,             0.00061475,             0.00061475,             0.00061475
                    156,                 1.7899,                0.96446,                 1.3691,                0.66047,                0.68814,                 0.7195,                0.41092,                 2.0802,                 1.0097,                 1.5969,             0.00061062,             0.00061062,             0.00061062
                    157,                 1.7633,                0.95549,                 1.3558,                0.66353,                0.68982,                0.71781,                0.40655,                 2.0994,                  1.011,                 1.6119,              0.0006065,              0.0006065,              0.0006065
                    158,                 1.7537,                0.94827,                 1.3632,                0.66694,                0.71208,                0.72302,                0.42006,                 2.0836,                0.99292,                 1.5936,             0.00060238,             0.00060238,             0.00060238
                    159,                 1.7581,                0.95729,                 1.3582,                0.71829,                0.63672,                0.72048,                0.40243,                 2.1083,                0.98554,                 1.6128,             0.00059825,             0.00059825,             0.00059825
                    160,                 1.7618,                0.96862,                 1.3669,                0.65582,                0.69574,                0.71904,                0.40531,                 2.1033,                0.98022,                 1.6286,             0.00059413,             0.00059413,             0.00059413
                    161,                 1.7305,                0.94443,                 1.3574,                0.68886,                0.69347,                0.71592,                0.41089,                 2.1046,                0.98041,                 1.6126,                0.00059,                0.00059,                0.00059
                    162,                 1.7623,                  0.958,                 1.3627,                0.68769,                0.67425,                0.71103,                0.39859,                 2.1602,                  0.996,                 1.6256,             0.00058588,             0.00058588,             0.00058588
                    163,                 1.7575,                0.95499,                 1.3597,                0.67692,                0.70813,                0.70868,                0.40557,                 2.1149,                0.98039,                 1.6094,             0.00058175,             0.00058175,             0.00058175
                    164,                 1.7679,                0.95101,                 1.3567,                0.66938,                0.68569,                0.70881,                0.40238,                 2.1125,                0.98097,                 1.6131,             0.00057763,             0.00057763,             0.00057763
                    165,                  1.716,                0.93208,                 1.3586,                0.68179,                0.67865,                0.71848,                0.40941,                 2.1095,                0.99439,                 1.6021,              0.0005735,              0.0005735,              0.0005735
                    166,                 1.7185,                0.93281,                 1.3496,                0.67611,                0.67668,                0.72589,                0.41094,                 2.1132,                0.96641,                 1.6141,             0.00056938,             0.00056938,             0.00056938
                    167,                  1.762,                0.93523,                 1.3573,                0.72139,                0.64555,                0.73269,                0.41851,                 2.1223,                0.97627,                 1.6114,             0.00056525,             0.00056525,             0.00056525
                    168,                 1.7318,                0.92972,                 1.3497,                 0.7106,                0.68797,                0.73421,                0.42333,                 2.1532,                0.97643,                 1.6168,             0.00056112,             0.00056112,             0.00056112
                    169,                 1.7432,                 0.9276,                 1.3463,                0.62122,                0.71997,                0.71704,                   0.41,                 2.1903,                0.99064,                 1.6261,               0.000557,               0.000557,               0.000557
                    170,                 1.7123,                0.93875,                 1.3538,                0.70654,                0.66933,                0.72115,                0.41025,                  2.151,                 0.9646,                 1.6327,             0.00055287,             0.00055287,             0.00055287
                    171,                 1.7294,                0.93073,                 1.3421,                0.71309,                0.68648,                0.73743,                0.42001,                 2.1397,                0.96204,                 1.6131,             0.00054875,             0.00054875,             0.00054875
                    172,                 1.7267,                0.92843,                 1.3493,                0.67317,                0.68254,                0.71696,                0.40987,                 2.1247,                0.97565,                 1.6166,             0.00054463,             0.00054463,             0.00054463
                    173,                  1.725,                0.93845,                 1.3481,                0.67662,                0.69802,                0.72845,                0.41328,                 2.1058,                0.97922,                 1.5971,              0.0005405,              0.0005405,              0.0005405
                    174,                 1.7132,                0.94417,                 1.3463,                0.69615,                0.66138,                0.72569,                0.41017,                 2.1485,                0.98232,                 1.6199,             0.00053638,             0.00053638,             0.00053638
                    175,                 1.7073,                0.90691,                 1.3404,                0.70256,                0.67232,                0.72351,                0.41398,                 2.1155,                0.98537,                 1.6142,             0.00053225,             0.00053225,             0.00053225
                    176,                 1.7138,                0.92076,                 1.3514,                0.68749,                0.71615,                0.72687,                0.42176,                 2.1347,                0.97169,                 1.6209,             0.00052812,             0.00052812,             0.00052812
                    177,                 1.7346,                0.92463,                 1.3467,                0.71039,                0.68365,                0.73865,                0.42309,                 2.1497,                0.97042,                 1.6225,               0.000524,               0.000524,               0.000524
                    178,                 1.7385,                0.93426,                 1.3486,                0.69194,                0.68959,                0.75143,                0.42375,                 2.1624,                0.95315,                 1.6284,             0.00051988,             0.00051988,             0.00051988
                    179,                 1.6548,                0.90198,                 1.3294,                0.69776,                0.67463,                0.74199,                0.42144,                 2.1003,                0.95959,                 1.6057,             0.00051575,             0.00051575,             0.00051575
                    180,                 1.6859,                0.90761,                 1.3364,                0.69494,                0.70027,                0.74823,                0.42716,                 2.1447,                0.95502,                 1.6265,             0.00051163,             0.00051163,             0.00051163
                    181,                 1.7193,                0.93545,                 1.3374,                  0.662,                0.72132,                0.73225,                0.41731,                 2.1252,                0.96348,                 1.6117,              0.0005075,              0.0005075,              0.0005075
                    182,                  1.719,                0.91952,                 1.3313,                0.64817,                0.75031,                0.73702,                 0.4132,                 2.1629,                0.96143,                 1.6197,             0.00050337,             0.00050337,             0.00050337
                    183,                  1.647,                 0.9055,                 1.3253,                0.66077,                0.71223,                 0.7303,                0.41134,                 2.2291,                0.96509,                 1.6486,             0.00049925,             0.00049925,             0.00049925
