                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                 2.1201,                 1.5353,                 1.5506,                0.54547,                0.60677,                0.59347,                0.32276,                  1.534,                 1.4137,                 1.5325,              0.0011675,              0.0011675,              0.0011675
                     22,                 1.9583,                 1.4881,                 1.5192,                0.54254,                0.59678,                0.57827,                0.31149,                 1.5718,                 1.4417,                 1.5372,              0.0011634,              0.0011634,              0.0011634
                     23,                 1.9995,                 1.4941,                  1.532,                0.51979,                0.64096,                0.61503,                0.32813,                 1.6122,                  1.384,                 1.5592,              0.0011593,              0.0011593,              0.0011593
                     24,                  2.001,                 1.4853,                  1.533,                0.51535,                0.64596,                0.61892,                0.33345,                 1.5135,                 1.3911,                 1.5427,              0.0011551,              0.0011551,              0.0011551
                     25,                 1.9946,                 1.4714,                 1.5235,                0.53352,                0.65592,                  0.606,                0.32575,                 1.5768,                 1.3984,                 1.5395,               0.001151,               0.001151,               0.001151
                     26,                 1.9515,                 1.4412,                 1.5068,                 0.5535,                0.63828,                0.64128,                0.35136,                  1.574,                 1.2946,                 1.5534,              0.0011469,              0.0011469,              0.0011469
                     27,                 1.9589,                 1.4361,                  1.516,                0.56607,                0.62178,                0.61319,                0.33126,                 1.5577,                 1.3335,                 1.5168,              0.0011428,              0.0011428,              0.0011428
                     28,                 1.9725,                 1.4363,                 1.5096,                0.50936,                0.63524,                0.61685,                0.32775,                 1.6134,                  1.331,                 1.5396,              0.0011386,              0.0011386,              0.0011386
                     29,                 1.9656,                 1.4215,                 1.5075,                0.58985,                0.61804,                0.63434,                0.34686,                 1.6071,                 1.2859,                 1.5344,              0.0011345,              0.0011345,              0.0011345
                     30,                 1.9668,                  1.415,                 1.5077,                0.50148,                0.65549,                0.62024,                0.33848,                 1.6221,                 1.3631,                  1.533,              0.0011304,              0.0011304,              0.0011304
                     31,                 1.9719,                 1.4146,                 1.4861,                 0.5509,                0.62736,                0.61103,                0.32891,                 1.5906,                 1.3779,                 1.5526,              0.0011263,              0.0011263,              0.0011263
                     32,                 1.9749,                 1.3979,                 1.5036,                0.58293,                0.65298,                0.65404,                0.35766,                 1.6797,                 1.2745,                 1.5499,              0.0011221,              0.0011221,              0.0011221
                     33,                 1.9926,                 1.4055,                 1.5063,                 0.6094,                 0.6429,                0.65637,                0.35156,                 1.6101,                 1.3179,                 1.5212,               0.001118,               0.001118,               0.001118
                     34,                 1.9245,                  1.405,                 1.4796,                0.66671,                0.61748,                0.66486,                0.36256,                 1.5694,                  1.286,                 1.5084,              0.0011139,              0.0011139,              0.0011139
                     35,                 1.9354,                 1.3816,                 1.4898,                0.57704,                0.65274,                 0.6604,                0.36704,                 1.5715,                 1.2749,                 1.5093,              0.0011098,              0.0011098,              0.0011098
                     36,                 1.9595,                 1.3812,                 1.4802,                0.60183,                0.63124,                0.66404,                 0.3604,                 1.6144,                 1.2545,                 1.5259,              0.0011056,              0.0011056,              0.0011056
                     37,                 1.9519,                 1.3587,                 1.4836,                0.62335,                0.59945,                0.65376,                 0.3661,                 1.6967,                  1.291,                 1.5316,              0.0011015,              0.0011015,              0.0011015
                     38,                 1.9362,                 1.3621,                 1.4838,                0.56292,                0.68115,                0.64751,                0.35255,                 1.6041,                 1.3045,                  1.529,              0.0010974,              0.0010974,              0.0010974
                     39,                 1.9631,                 1.3702,                 1.4858,                0.52552,                0.59028,                 0.5971,                0.31264,                 1.8409,                 1.3354,                 1.5818,              0.0010933,              0.0010933,              0.0010933
                     40,                 2.0038,                 1.3542,                   1.49,                 0.5899,                0.60922,                0.62651,                0.34771,                 1.7098,                 1.2999,                  1.563,              0.0010891,              0.0010891,              0.0010891
                     41,                 1.9342,                 1.3304,                 1.4742,                0.54848,                0.70271,                0.63903,                0.36234,                 1.6164,                 1.2517,                 1.5135,               0.001085,               0.001085,               0.001085
                     42,                 1.9493,                 1.3183,                 1.4726,                0.52455,                0.66612,                0.63103,                0.34882,                 1.7077,                 1.3255,                 1.5388,              0.0010809,              0.0010809,              0.0010809
                     43,                 1.9534,                 1.3368,                 1.4781,                0.59396,                0.65832,                0.65134,                0.37031,                 1.6515,                 1.2234,                 1.5227,              0.0010768,              0.0010768,              0.0010768
                     44,                 1.9619,                 1.3274,                 1.4776,                0.61877,                0.64093,                0.66127,                0.35351,                 1.7771,                  1.236,                  1.533,              0.0010726,              0.0010726,              0.0010726
                     45,                 1.9491,                 1.3164,                 1.4718,                0.64544,                0.64526,                0.67035,                0.37671,                 1.6627,                 1.2411,                 1.5117,              0.0010685,              0.0010685,              0.0010685
                     46,                 1.9983,                 1.3244,                 1.4694,                0.64149,                0.68131,                0.70459,                0.40015,                 1.5885,                 1.2197,                 1.5128,              0.0010644,              0.0010644,              0.0010644
                     47,                 1.9724,                  1.331,                 1.4692,                0.62911,                0.62769,                 0.6785,                0.35888,                 1.7235,                 1.2173,                 1.5504,              0.0010603,              0.0010603,              0.0010603
                     48,                 1.9562,                 1.2933,                 1.4637,                0.62542,                0.64572,                0.65076,                0.36011,                 1.6612,                 1.2599,                 1.5097,              0.0010561,              0.0010561,              0.0010561
                     49,                 1.9678,                 1.2992,                 1.4615,                0.59545,                 0.6902,                0.68415,                0.37346,                 1.7156,                 1.2628,                 1.5173,               0.001052,               0.001052,               0.001052
                     50,                 1.9637,                 1.2906,                 1.4492,                0.61067,                0.67502,                0.67947,                0.38649,                 1.6639,                 1.2094,                 1.4974,              0.0010479,              0.0010479,              0.0010479
                     51,                 1.9808,                 1.2721,                 1.4596,                0.61992,                 0.7191,                0.70215,                0.38697,                 1.6987,                  1.173,                 1.5355,              0.0010438,              0.0010438,              0.0010438
                     52,                 2.0031,                 1.2931,                 1.4672,                0.60678,                0.66232,                0.66301,                0.37381,                 1.6414,                 1.2217,                 1.5067,              0.0010396,              0.0010396,              0.0010396
                     53,                 1.9483,                 1.2581,                  1.462,                0.61737,                0.67446,                0.69426,                0.39584,                 1.6791,                 1.1657,                  1.508,              0.0010355,              0.0010355,              0.0010355
                     54,                 1.9855,                 1.2873,                 1.4646,                0.63882,                0.65201,                0.68891,                0.38261,                 1.7674,                 1.2418,                 1.5501,              0.0010314,              0.0010314,              0.0010314
                     55,                 1.9628,                 1.2589,                 1.4518,                0.60638,                0.71374,                0.70787,                0.39235,                 1.6233,                 1.1873,                 1.5015,              0.0010273,              0.0010273,              0.0010273
                     56,                 1.9854,                 1.2642,                 1.4542,                0.60309,                0.67806,                0.69241,                0.38965,                 1.7368,                 1.2108,                 1.5155,              0.0010231,              0.0010231,              0.0010231
                     57,                 1.9907,                 1.2531,                 1.4537,                0.61845,                0.63529,                0.67826,                0.37829,                 1.7633,                 1.2544,                 1.5223,               0.001019,               0.001019,               0.001019
                     58,                 1.9321,                 1.2389,                 1.4477,                0.61684,                0.72127,                0.70315,                0.39552,                 1.7414,                 1.1288,                 1.5182,              0.0010149,              0.0010149,              0.0010149
                     59,                  1.982,                 1.2375,                 1.4333,                0.68593,                0.65663,                 0.7174,                0.41068,                 1.7214,                  1.157,                 1.4937,              0.0010107,              0.0010107,              0.0010107
                     60,                 1.9849,                 1.2502,                 1.4417,                0.66176,                0.67251,                 0.7131,                0.41361,                 1.6887,                 1.1596,                 1.4953,              0.0010066,              0.0010066,              0.0010066
                     61,                 1.9262,                 1.2129,                 1.4401,                0.59776,                0.67612,                0.67354,                0.37479,                 1.8013,                 1.1942,                 1.5607,              0.0010025,              0.0010025,              0.0010025
                     62,                 1.9501,                 1.2215,                 1.4405,                0.64568,                0.67639,                0.71046,                0.39057,                 1.8135,                 1.1642,                  1.531,             0.00099837,             0.00099837,             0.00099837
                     63,                 1.9414,                   1.22,                 1.4429,                0.64499,                 0.6958,                0.71516,                0.39956,                  1.719,                 1.1314,                 1.5119,             0.00099425,             0.00099425,             0.00099425
                     64,                 1.9736,                  1.212,                  1.438,                0.64623,                0.67711,                0.69278,                0.37778,                 1.7332,                 1.1795,                 1.5252,             0.00099013,             0.00099013,             0.00099013
                     65,                 1.9732,                   1.22,                 1.4383,                0.66448,                0.67814,                0.70893,                0.39691,                 1.7315,                 1.1367,                 1.5162,               0.000986,               0.000986,               0.000986
                     66,                 2.0117,                 1.2191,                 1.4468,                0.64983,                 0.6511,                0.71224,                0.38517,                 1.8384,                 1.1516,                 1.5387,             0.00098187,             0.00098187,             0.00098187
                     67,                 1.9489,                 1.2096,                 1.4337,                0.64814,                0.64882,                0.69595,                0.38771,                 1.7897,                 1.1383,                 1.5002,             0.00097775,             0.00097775,             0.00097775
                     68,                 1.9548,                 1.2047,                 1.4236,                0.67617,                0.63109,                0.70478,                0.40396,                 1.8737,                 1.1479,                 1.5193,             0.00097362,             0.00097362,             0.00097362
                     69,                 1.9538,                 1.2077,                 1.4224,                0.66728,                0.69503,                0.73646,                0.41537,                 1.9294,                 1.1155,                 1.5302,              0.0009695,              0.0009695,              0.0009695
                     70,                 1.9631,                 1.2013,                 1.4394,                0.66913,                0.67059,                0.72819,                0.41279,                 1.7835,                 1.1362,                 1.5077,             0.00096537,             0.00096537,             0.00096537
                     71,                 1.9314,                 1.2075,                 1.4312,                0.68594,                0.65211,                0.72523,                0.40924,                 1.7655,                 1.1002,                 1.5119,             0.00096125,             0.00096125,             0.00096125
                     72,                   1.94,                 1.1864,                 1.4268,                 0.6159,                0.69921,                0.70596,                0.40591,                 1.7605,                 1.1412,                  1.505,             0.00095712,             0.00095712,             0.00095712
                     73,                 1.9376,                 1.1847,                 1.4218,                0.66308,                0.71361,                0.74332,                0.42076,                 1.8162,                 1.0976,                 1.5143,               0.000953,               0.000953,               0.000953
                     74,                 2.0044,                 1.2136,                  1.439,                0.67868,                0.69519,                0.73566,                0.42309,                 1.7728,                 1.1284,                 1.4972,             0.00094887,             0.00094887,             0.00094887
                     75,                 1.9481,                 1.1676,                 1.4162,                0.67305,                0.67807,                0.73363,                0.41416,                 1.8128,                 1.0888,                 1.5204,             0.00094475,             0.00094475,             0.00094475
                     76,                 1.9581,                 1.1794,                 1.4323,                0.69262,                0.67253,                   0.75,                0.41892,                 1.7968,                  1.116,                  1.499,             0.00094062,             0.00094062,             0.00094062
                     77,                 1.9871,                 1.1799,                 1.4305,                0.69783,                0.68213,                0.75057,                0.41763,                 1.8215,                 1.0776,                 1.5238,              0.0009365,              0.0009365,              0.0009365
                     78,                 1.9646,                 1.1753,                 1.4298,                0.66037,                0.68744,                0.71454,                0.40789,                 1.9063,                 1.1153,                 1.5236,             0.00093238,             0.00093238,             0.00093238
                     79,                 1.9724,                 1.1754,                   1.42,                0.64179,                0.67653,                0.70885,                0.39642,                 1.8487,                 1.1184,                 1.5079,             0.00092825,             0.00092825,             0.00092825
                     80,                 1.9568,                 1.1683,                 1.4297,                0.68623,                0.68075,                0.73111,                0.41974,                  1.777,                  1.093,                 1.4975,             0.00092413,             0.00092413,             0.00092413
                     81,                 1.9568,                  1.158,                 1.4281,                0.66913,                0.67576,                0.71974,                 0.4083,                 1.8599,                 1.1218,                 1.5334,                0.00092,                0.00092,                0.00092
                     82,                 1.9602,                 1.1727,                  1.416,                0.67954,                0.66253,                0.70657,                0.40319,                 1.8948,                 1.1041,                 1.5003,             0.00091588,             0.00091588,             0.00091588
                     83,                 1.9238,                  1.144,                 1.4195,                0.62974,                0.72491,                0.71733,                0.41047,                 1.8515,                 1.0829,                 1.5319,             0.00091175,             0.00091175,             0.00091175
                     84,                 1.9857,                 1.1649,                 1.4171,                0.62096,                0.71205,                0.72217,                0.40748,                 1.8561,                 1.1022,                 1.5036,             0.00090763,             0.00090763,             0.00090763
                     85,                 1.9488,                  1.153,                 1.4201,                0.67169,                0.68943,                0.73704,                0.40964,                 1.9149,                 1.0806,                 1.5327,              0.0009035,              0.0009035,              0.0009035
                     86,                 1.9609,                 1.1424,                  1.418,                0.62322,                0.71668,                0.72221,                0.41129,                 1.8431,                 1.1066,                 1.5197,             0.00089938,             0.00089938,             0.00089938
                     87,                 1.9383,                 1.1259,                 1.4117,                0.67515,                0.69461,                0.73798,                0.41994,                 1.8814,                 1.0782,                 1.5036,             0.00089525,             0.00089525,             0.00089525
                     88,                 1.9365,                 1.1244,                 1.4065,                0.64652,                 0.7406,                0.74016,                0.42353,                  1.865,                 1.0705,                 1.4962,             0.00089112,             0.00089112,             0.00089112
                     89,                 1.9794,                 1.1359,                  1.414,                0.67699,                0.68502,                0.71612,                0.40189,                 1.8785,                 1.0984,                 1.5012,               0.000887,               0.000887,               0.000887
                     90,                 1.8975,                  1.118,                 1.4068,                0.62944,                  0.692,                 0.7095,                0.39432,                 1.9757,                  1.126,                 1.5459,             0.00088288,             0.00088288,             0.00088288
                     91,                 1.9307,                 1.1201,                 1.3958,                0.62395,                0.68459,                0.69591,                0.39725,                 1.8865,                 1.0921,                 1.5264,             0.00087875,             0.00087875,             0.00087875
                     92,                 1.9181,                 1.1132,                 1.3932,                0.69822,                0.66959,                0.73035,                0.41185,                 1.9119,                 1.0596,                 1.5235,             0.00087462,             0.00087462,             0.00087462
                     93,                 1.9229,                 1.1089,                 1.4093,                0.65791,                0.68766,                0.71861,                0.40489,                 1.9776,                 1.0345,                 1.5556,              0.0008705,              0.0008705,              0.0008705
                     94,                 1.9734,                  1.126,                 1.4123,                0.64485,                0.69934,                0.72568,                0.39931,                 2.0598,                 1.0647,                 1.5523,             0.00086637,             0.00086637,             0.00086637
                     95,                  1.938,                 1.1051,                 1.4071,                0.64539,                0.72841,                0.74539,                0.42447,                 1.9422,                 1.0603,                 1.5104,             0.00086225,             0.00086225,             0.00086225
                     96,                 1.9081,                 1.0991,                 1.3974,                0.68203,                0.71138,                0.74618,                0.42535,                 1.8862,                 1.0354,                 1.5298,             0.00085813,             0.00085813,             0.00085813
                     97,                 1.9194,                 1.0787,                    1.4,                0.69195,                0.67385,                0.74293,                0.42165,                 1.8706,                 1.0834,                  1.513,               0.000854,               0.000854,               0.000854
                     98,                 1.8963,                 1.1106,                 1.3955,                0.69119,                0.69603,                0.75288,                 0.4261,                 1.8985,                 1.0626,                 1.5084,             0.00084988,             0.00084988,             0.00084988
                     99,                 1.9076,                 1.0735,                 1.3962,                 0.6174,                0.72009,                0.73727,                 0.4213,                 1.9368,                 1.0672,                 1.5287,             0.00084575,             0.00084575,             0.00084575
                    100,                 1.8769,                 1.0764,                 1.3909,                0.67861,                0.66588,                0.72466,                0.41107,                 1.9268,                 1.0635,                 1.5392,             0.00084162,             0.00084162,             0.00084162
                    101,                 1.9099,                 1.0851,                 1.3912,                0.67247,                0.68345,                0.72368,                0.41412,                 1.9823,                 1.0695,                 1.5165,              0.0008375,              0.0008375,              0.0008375
                    102,                 1.8994,                 1.1005,                 1.3953,                0.69801,                0.67465,                 0.7413,                0.42469,                 1.8958,                   1.05,                 1.5098,             0.00083337,             0.00083337,             0.00083337
                    103,                 1.8787,                 1.0898,                  1.389,                0.70076,                0.66071,                 0.7191,                0.40969,                 1.9245,                 1.0576,                 1.5124,             0.00082925,             0.00082925,             0.00082925
                    104,                 1.9388,                 1.0885,                 1.3942,                0.71398,                0.67973,                0.75236,                0.43351,                  1.898,                  1.046,                 1.5015,             0.00082513,             0.00082513,             0.00082513
                    105,                 1.9268,                 1.0748,                 1.3962,                0.63404,                0.70005,                0.71959,                0.40781,                 1.9542,                 1.0953,                 1.5083,               0.000821,               0.000821,               0.000821
                    106,                 1.8665,                 1.0723,                 1.3796,                0.64348,                0.71774,                0.73773,                0.41615,                 1.9397,                 1.0418,                 1.5157,             0.00081688,             0.00081688,             0.00081688
                    107,                 1.8945,                 1.0633,                 1.3826,                0.74932,                0.63982,                0.74173,                  0.423,                 1.9089,                 1.0498,                 1.5051,             0.00081275,             0.00081275,             0.00081275
                    108,                 1.8738,                 1.0566,                 1.3817,                0.69089,                0.68344,                0.73828,                0.42836,                 1.8501,                 1.0536,                 1.5004,             0.00080863,             0.00080863,             0.00080863
                    109,                 1.9012,                 1.0538,                 1.3866,                0.64623,                0.73708,                0.74443,                0.42777,                 1.9337,                 1.0205,                 1.5303,              0.0008045,              0.0008045,              0.0008045
                    110,                 1.8994,                 1.0689,                 1.3879,                0.67063,                0.69074,                0.72858,                0.42051,                 1.9611,                 1.0294,                 1.5405,             0.00080038,             0.00080038,             0.00080038
                    111,                 1.8527,                 1.0468,                 1.3892,                0.70849,                0.67698,                0.74021,                0.43422,                 2.0025,                 1.0667,                 1.5182,             0.00079625,             0.00079625,             0.00079625
                    112,                 1.8658,                 1.0408,                 1.3757,                0.68972,                0.69461,                0.73014,                0.41857,                  1.982,                 1.0464,                 1.5245,             0.00079213,             0.00079213,             0.00079213
                    113,                 1.8531,                  1.034,                 1.3713,                0.71779,                0.69508,                 0.7583,                0.42894,                 2.0278,                 1.0196,                 1.5443,               0.000788,               0.000788,               0.000788
                    114,                 1.9178,                 1.0474,                   1.38,                0.69988,                0.70459,                 0.7644,                0.42838,                 1.9684,                 1.0232,                 1.5064,             0.00078387,             0.00078387,             0.00078387
                    115,                 1.8673,                 1.0405,                 1.3702,                0.69558,                0.69352,                0.73935,                0.42391,                 1.9716,                 1.0183,                 1.5296,             0.00077975,             0.00077975,             0.00077975
                    116,                 1.8736,                 1.0274,                 1.3719,                0.67563,                0.70864,                0.74197,                0.41507,                 1.9518,                 1.0181,                 1.5191,             0.00077563,             0.00077563,             0.00077563
                    117,                 1.8955,                 1.0396,                 1.3775,                0.68274,                0.70873,                0.74176,                0.41572,                 1.9823,                 1.0702,                 1.5162,              0.0007715,              0.0007715,              0.0007715
                    118,                 1.8631,                 1.0274,                 1.3784,                0.72348,                0.67057,                0.74738,                0.41979,                 1.9576,                 1.0005,                 1.5286,             0.00076738,             0.00076738,             0.00076738
                    119,                 1.8313,                 1.0117,                 1.3588,                0.70313,                0.71781,                0.73919,                0.41995,                 1.9757,                 1.0117,                 1.5252,             0.00076325,             0.00076325,             0.00076325
                    120,                 1.8435,                   1.04,                 1.3806,                0.70217,                0.72748,                0.75424,                0.42444,                  1.944,                 1.0349,                 1.5277,             0.00075912,             0.00075912,             0.00075912
                    121,                 1.8359,                 1.0336,                 1.3752,                0.66243,                 0.7098,                0.73585,                0.42611,                 1.9234,                 1.0206,                 1.5034,               0.000755,               0.000755,               0.000755
                    122,                  1.836,                 1.0103,                 1.3649,                 0.6548,                0.74466,                0.74687,                0.42075,                 1.9896,                 1.0063,                 1.5343,             0.00075088,             0.00075088,             0.00075088
                    123,                 1.7712,                 1.0023,                 1.3526,                0.69592,                0.72041,                 0.7447,                0.42406,                 1.9773,                 1.0124,                 1.5147,             0.00074675,             0.00074675,             0.00074675
                    124,                 1.8691,                 1.0135,                 1.3672,                0.65465,                 0.7555,                0.74556,                0.42463,                 1.9946,                  1.005,                 1.5274,             0.00074263,             0.00074263,             0.00074263
                    125,                 1.8285,                 1.0168,                 1.3658,                0.66373,                0.72723,                0.74397,                0.42823,                 1.9993,                0.99198,                 1.5243,              0.0007385,              0.0007385,              0.0007385
                    126,                  1.816,                0.99626,                 1.3676,                0.67411,                0.70473,                0.73991,                0.41724,                 2.0221,                 1.0208,                 1.5363,             0.00073437,             0.00073437,             0.00073437
                    127,                  1.796,                0.99596,                 1.3541,                0.65071,                0.71926,                0.74039,                0.43157,                 1.9642,                 1.0046,                 1.5237,             0.00073025,             0.00073025,             0.00073025
                    128,                 1.8391,                0.99797,                 1.3483,                0.66322,                0.70729,                0.73219,                0.41812,                 2.0111,                 1.0122,                 1.5276,             0.00072612,             0.00072612,             0.00072612
                    129,                  1.824,                0.99994,                 1.3579,                0.69082,                0.67777,                0.73917,                0.42316,                 2.0353,                 1.0125,                 1.5331,               0.000722,               0.000722,               0.000722
                    130,                 1.8134,                0.99437,                 1.3512,                0.68448,                0.69332,                0.74896,                0.42524,                 2.0314,                  1.011,                 1.5408,             0.00071788,             0.00071788,             0.00071788
                    131,                  1.801,                0.97462,                 1.3496,                0.68891,                0.72254,                0.73727,                0.42205,                 2.0488,                 1.0194,                 1.5342,             0.00071375,             0.00071375,             0.00071375
                    132,                 1.7822,                0.96857,                 1.3601,                0.71335,                0.69072,                0.73981,                0.41963,                 2.0595,                 1.0179,                  1.553,             0.00070962,             0.00070962,             0.00070962
                    133,                 1.8223,                0.98149,                 1.3559,                 0.6747,                0.70755,                0.74068,                0.41809,                 2.0554,                 0.9879,                 1.5322,              0.0007055,              0.0007055,              0.0007055
                    134,                 1.8045,                0.98302,                 1.3568,                0.65991,                0.72183,                 0.7404,                0.42056,                 2.0422,                 1.0137,                 1.5308,             0.00070137,             0.00070137,             0.00070137
                    135,                 1.7742,                0.97752,                 1.3527,                0.62266,                0.73617,                0.73244,                0.43014,                 2.0206,                0.98865,                 1.5296,             0.00069725,             0.00069725,             0.00069725
                    136,                 1.8092,                0.98851,                 1.3481,                0.68134,                0.74119,                0.73325,                 0.4161,                 2.0549,                 1.0146,                 1.5476,             0.00069313,             0.00069313,             0.00069313
                    137,                 1.8003,                 0.9893,                 1.3533,                0.66279,                0.67771,                0.72455,                0.41607,                  2.061,                 1.0364,                 1.5312,               0.000689,               0.000689,               0.000689
                    138,                 1.7848,                0.97491,                 1.3491,                0.67868,                0.72296,                0.74271,                0.42107,                 2.1279,                0.98781,                 1.5564,             0.00068488,             0.00068488,             0.00068488
                    139,                 1.8145,                0.97263,                 1.3573,                0.65534,                0.74216,                0.73895,                0.41442,                 2.0809,                0.99092,                 1.5419,             0.00068075,             0.00068075,             0.00068075
                    140,                 1.8078,                0.98382,                  1.341,                0.67668,                 0.7335,                0.74488,                0.41893,                 2.0266,                 0.9979,                 1.5303,             0.00067663,             0.00067663,             0.00067663
                    141,                 1.7695,                0.94971,                 1.3399,                0.69067,                0.72285,                0.74942,                 0.4271,                 2.0557,                0.98913,                 1.5368,              0.0006725,              0.0006725,              0.0006725
                    142,                 1.7469,                0.96797,                  1.339,                0.65168,                0.73549,                0.72973,                0.41688,                 2.0871,                0.99321,                 1.5534,             0.00066838,             0.00066838,             0.00066838
                    143,                 1.7382,                0.95476,                  1.342,                0.70186,                0.71647,                0.75577,                0.42829,                 2.0456,                0.96767,                 1.5548,             0.00066425,             0.00066425,             0.00066425
                    144,                 1.8021,                0.97571,                 1.3493,                0.70672,                 0.6945,                0.73458,                0.40951,                 2.1138,                0.99356,                 1.5699,             0.00066013,             0.00066013,             0.00066013
                    145,                 1.7889,                0.96106,                 1.3566,                0.69544,                0.68539,                0.73919,                0.42572,                 2.0463,                 0.9864,                 1.5485,               0.000656,               0.000656,               0.000656
                    146,                 1.7476,                0.94705,                 1.3398,                0.67992,                0.70328,                0.73336,                0.42266,                 2.0485,                0.99353,                 1.5526,             0.00065188,             0.00065188,             0.00065188
                    147,                 1.7396,                0.95049,                 1.3399,                0.66261,                0.72863,                0.74112,                0.42736,                 2.1012,                0.98806,                 1.5582,             0.00064775,             0.00064775,             0.00064775
                    148,                  1.756,                0.94693,                   1.34,                0.67685,                0.72144,                0.73504,                0.42146,                 2.0633,                0.99168,                 1.5351,             0.00064362,             0.00064362,             0.00064362
                    149,                 1.7029,                0.93915,                 1.3214,                0.65713,                0.73324,                0.72924,                0.41537,                 2.0342,                0.99886,                 1.5413,              0.0006395,              0.0006395,              0.0006395
                    150,                 1.7561,                0.94951,                 1.3397,                0.70849,                 0.6779,                0.73854,                0.41818,                 2.0834,                0.98832,                 1.5518,             0.00063538,             0.00063538,             0.00063538
                    151,                  1.759,                0.95544,                 1.3294,                0.66898,                0.70095,                0.73806,                0.41428,                  2.122,                 1.0043,                 1.5501,             0.00063125,             0.00063125,             0.00063125
                    152,                 1.7376,                0.92155,                 1.3243,                0.67881,                 0.6827,                0.72494,                0.40661,                 2.0755,                0.99148,                 1.5515,             0.00062713,             0.00062713,             0.00062713
                    153,                 1.7125,                0.94294,                 1.3285,                 0.6735,                 0.7002,                0.72187,                0.40839,                 2.0922,                 1.0008,                 1.5441,               0.000623,               0.000623,               0.000623
                    154,                 1.6844,                0.92155,                 1.3164,                0.74069,                0.67419,                0.73588,                0.40859,                 2.1175,                0.98681,                 1.5623,             0.00061887,             0.00061887,             0.00061887
